City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Otjiwarongo,NA,2022-05-06 02:09:31,-20.4637,16.6477,54.57,50,0,9.17
295,Vilhena,BR,2022-05-06 02:09:33,-12.7406,-60.1458,65.61,75,9,2.26
296,Cutervo,PE,2022-05-06 02:09:35,-6.379,-78.8157,51.17,96,94,3.15
297,Bubaque,GW,2022-05-06 02:09:36,11.2833,-15.8333,78.35,70,5,15.82
298,Bangui,CF,2022-05-06 02:09:25,4.3612,18.555,68.67,95,100,1.72
299,Korla,CN,2022-05-06 02:09:39,41.7597,86.1469,78.03,25,100,3.74
300,Bosaso,SO,2022-05-06 02:09:41,11.2842,49.1816,84.87,52,31,6.24
301,Buzmeyin,TM,2022-05-06 02:09:42,38.0507,58.2056,76.53,40,94,6.4
302,Sorland,NO,2022-05-06 02:09:44,67.667,12.6934,40.17,89,100,23.67
303,Tiznit,MA,2022-05-06 02:09:46,29.5833,-9.5,64.98,40,0,2.71
304,Hammerfest,NO,2022-05-06 02:09:47,70.6634,23.6821,39.65,70,75,9.22
305,Bathsheba,BB,2022-05-06 02:09:49,13.2167,-59.5167,79.41,83,40,16.11
306,Kemijarvi,FI,2022-05-06 02:09:50,66.7131,27.4306,30.02,99,58,5.57
307,Nampula,MZ,2022-05-06 02:09:52,-15.1165,39.2666,63.77,98,25,3.76
308,Gazanjyk,TM,2022-05-06 02:09:54,39.2446,55.5154,75.7,49,56,6.02
309,Goshen,US,2022-05-06 02:07:36,41.5823,-85.8344,52.83,92,100,8.05
310,Meulaboh,ID,2022-05-06 02:09:57,4.1363,96.1285,76.96,95,100,11.03
311,Yarovoye,RU,2022-05-06 02:09:59,52.9273,78.58,59.0,29,12,11.43
312,Tabuk,PH,2022-05-06 02:10:01,17.4189,121.4443,85.62,66,53,6.11
313,General Roca,AR,2022-05-06 02:10:03,-39.0333,-67.5833,59.63,45,0,5.48
314,Tucuma,BR,2022-05-06 02:10:05,-0.1833,-50.05,76.03,92,94,5.08
315,Dawlatabad,AF,2022-05-06 02:10:06,36.4141,64.9053,72.59,49,0,3.33
316,Maiduguri,NG,2022-05-06 02:10:08,11.8464,13.1603,89.6,36,97,8.97
317,Parrita,CR,2022-05-06 02:10:10,9.5201,-84.3225,76.48,95,100,3.83
318,Nkayi,CG,2022-05-06 02:10:12,-4.1841,13.2884,73.04,96,98,0.74
319,George,ZA,2022-05-06 02:10:14,-33.963,22.4617,53.15,100,40,8.05
320,Lebu,CL,2022-05-06 02:10:15,-37.6167,-73.65,51.82,85,0,3.62
321,Aktau,KZ,2022-05-06 02:10:18,43.65,51.2,61.38,86,75,4.79
322,Bengkulu,ID,2022-05-06 02:10:20,-3.8004,102.2655,82.49,71,82,1.07
323,Manavalakurichi,IN,2022-05-06 02:10:22,8.1333,77.3,82.72,80,98,10.11
324,Arenys De Mar,ES,2022-05-06 02:10:23,41.5819,2.5494,60.62,71,1,4.41
325,Herat,AF,2022-05-06 02:10:25,34.5,62.0,69.94,28,0,4.23
326,Otuzco,PE,2022-05-06 02:10:27,-7.9,-78.5833,52.12,83,99,1.14
327,Mglin,RU,2022-05-06 02:10:28,53.0591,32.8475,38.14,74,71,5.7
328,Le Vauclin,MQ,2022-05-06 02:10:30,14.5452,-60.8388,78.85,78,40,11.5
329,Mitu,CO,2022-05-06 02:10:32,1.1983,-70.1733,70.56,99,96,1.52
330,Sinnamary,GF,2022-05-06 02:10:33,5.3833,-52.95,78.19,88,100,8.77
331,Mahibadhoo,MV,2022-05-06 02:10:35,3.7833,72.9667,83.77,71,94,11.81
332,Parana,AR,2022-05-06 02:08:20,-31.732,-60.5238,64.54,86,2,7.38
333,West Bay,KY,2022-05-06 02:10:38,19.3667,-81.4167,81.07,82,35,1.01
334,Sao Sebastiao,BR,2022-05-06 02:10:39,-23.76,-45.4097,69.28,89,98,6.76
335,Barcelona,ES,2022-05-06 02:06:00,41.3888,2.159,60.55,79,0,6.91
336,Kavaratti,IN,2022-05-06 02:10:44,10.5669,72.642,84.81,72,100,12.5
337,Birao,CF,2022-05-06 02:10:45,10.2849,22.7882,78.87,66,100,4.23
338,Piracicaba,BR,2022-05-06 02:06:55,-22.7253,-47.6492,56.97,91,0,2.68
339,Mumford,GH,2022-05-06 02:10:48,5.2618,-0.759,80.08,84,100,3.58
340,Igrim,RU,2022-05-06 02:10:50,63.1906,64.4162,29.26,86,95,1.97
341,Barcelos,PT,2022-05-06 02:10:55,41.5388,-8.6151,60.85,79,7,3.65
342,Alamor,EC,2022-05-06 02:10:57,-4.0181,-80.0197,60.6,94,88,1.77
343,Uyemskiy,RU,2022-05-06 02:10:59,64.4743,40.8524,30.06,68,20,4.47
344,Vazhiny,RU,2022-05-06 02:11:00,60.9644,34.0222,34.48,84,74,5.32
345,Praia Da Vitoria,PT,2022-05-06 02:11:02,38.7333,-27.0667,63.75,92,100,20.36
346,Oneonta,US,2022-05-06 02:07:56,42.4529,-75.0638,52.81,60,100,2.13
347,Lindi,TZ,2022-05-06 02:11:05,-10.0,39.7167,69.01,97,19,4.76
348,Pombas,CV,2022-05-06 02:11:07,17.1503,-25.0201,67.78,79,83,9.55
349,Abu Dhabi,AE,2022-05-06 02:09:47,24.4667,54.3667,80.96,59,0,16.71
350,Russkaya Polyana,UA,2022-05-06 02:11:11,49.417,31.9201,42.46,79,14,5.7
351,Flums,CH,2022-05-06 02:11:13,47.0906,9.343,53.2,91,100,0.92
352,Mega,ET,2022-05-06 02:11:15,4.05,38.3,57.4,93,13,6.06
353,Adiake,CI,2022-05-06 02:11:17,5.2863,-3.304,78.82,87,88,3.78
354,Pitimbu,BR,2022-05-06 02:11:18,-7.4706,-34.8086,77.59,80,100,9.51
355,Aktas,KZ,2022-05-06 02:11:20,49.7789,72.9608,46.15,50,4,8.86
356,Souillac,MU,2022-05-06 02:11:22,-20.5167,57.5167,75.58,88,40,18.41
357,Hambantota,LK,2022-05-06 02:11:24,6.1241,81.1185,82.06,78,72,17.07
358,Belaguntha,IN,2022-05-06 02:11:26,19.8833,84.65,86.72,55,25,3.65
359,Leh,IN,2022-05-06 02:11:28,34.1667,77.5833,44.35,53,64,3.47
360,Qaqortoq,GL,2022-05-06 02:11:29,60.7167,-46.0333,34.14,94,100,15.21
361,Abingdon,GB,2022-05-06 02:11:31,51.6711,-1.2828,52.92,94,100,4.34
362,Monrovia,LR,2022-05-06 02:11:33,6.3005,-10.7969,75.4,89,98,2.91
363,Wanlaweyn,SO,2022-05-06 02:11:35,2.6185,44.8938,77.27,84,40,11.88
364,Gunjur,GM,2022-05-06 02:11:37,13.2019,-16.7339,72.54,75,0,15.55
365,Cururupu,BR,2022-05-06 02:11:38,-1.8283,-44.8683,74.52,97,51,3.13
366,Fomboni,KM,2022-05-06 02:11:40,-12.28,43.7425,82.33,69,5,17.56
367,Lienz,AT,2022-05-06 02:11:42,46.8289,12.769,52.9,94,100,1.28
368,Itupiranga,BR,2022-05-06 02:11:44,-5.1347,-49.3267,77.32,94,9,2.13
369,Troitsko-Pechorsk,RU,2022-05-06 02:11:45,62.7084,56.1964,28.4,79,25,7.16
370,Boende,CD,2022-05-06 02:11:47,-0.2167,20.8667,70.7,99,90,1.66
371,Timizart,DZ,2022-05-06 02:11:48,36.8,4.2667,54.52,91,70,6.29
372,Pinega,RU,2022-05-06 02:11:50,64.7001,43.3936,27.19,78,32,4.03
373,Barmer,IN,2022-05-06 02:11:52,25.75,71.3833,84.27,39,0,10.78
374,Morant Bay,JM,2022-05-06 02:11:53,17.8815,-76.4093,82.02,84,22,7.47
375,Oktyabrskoye,RU,2022-05-06 02:11:55,43.0645,44.7417,46.54,93,100,11.18
376,Rocha,UY,2022-05-06 02:09:27,-34.4833,-54.3333,52.93,88,91,5.44
377,Marawi,PH,2022-05-06 02:11:58,7.9986,124.2928,81.64,63,100,2.66
378,Kempele,FI,2022-05-06 02:11:59,64.9131,25.5034,35.62,87,0,8.05
379,Abnub,EG,2022-05-06 02:12:01,27.2696,31.1511,62.58,46,0,11.79
380,Eydhafushi,MV,2022-05-06 02:12:03,5.1033,73.0708,84.29,74,100,10.76
381,La Sarre,CA,2022-05-06 02:09:56,48.8002,-79.1996,36.05,64,28,8.48
382,Abrau-Dyurso,RU,2022-05-06 02:12:06,44.69,37.59,51.26,92,100,19.69
383,Gnjilane,XK,2022-05-06 02:12:08,42.4604,21.4699,53.58,77,32,2.33
384,Camapua,BR,2022-05-06 02:12:09,-19.5314,-54.0439,59.47,79,0,5.53
385,Sombrio,BR,2022-05-06 02:12:11,-29.1139,-49.6167,60.19,82,48,5.66
386,Dmytrivka,UA,2022-05-06 02:12:13,45.9717,28.9864,46.06,58,0,7.27
387,Asbe Teferi,ET,2022-05-06 02:12:15,9.0833,40.8667,59.94,78,67,4.92
388,San Ramon,US,2022-05-06 02:12:17,37.7799,-121.978,66.6,65,0,10.36
389,Kerman,IR,2022-05-06 02:12:19,30.2832,57.0788,60.66,29,0,0.0
390,Bonfim,BR,2022-05-06 02:12:20,3.0833,-59.95,81.18,72,99,2.26
391,Derzhavinsk,KZ,2022-05-06 02:12:22,51.1,66.3167,56.82,52,71,12.53
392,Chahal,GT,2022-05-06 02:12:25,15.75,-89.5667,76.39,95,100,4.52
393,Kambove,CD,2022-05-06 02:12:27,-10.8764,26.5969,55.71,93,66,4.36
394,Severodvinsk,RU,2022-05-06 02:12:28,64.5635,39.8302,30.11,77,100,9.08
395,Debre Birhan,ET,2022-05-06 02:12:30,9.6833,39.5333,49.15,50,12,2.8
396,Manga,BF,2022-05-06 02:12:31,11.6636,-1.0731,86.34,40,95,7.96
397,Saint-Joseph,RE,2022-05-06 02:12:34,-21.3667,55.6167,75.58,82,33,16.02
398,Cordoba,AR,2022-05-06 02:11:04,-31.4135,-64.1811,62.76,56,0,8.05
399,Buraydah,SA,2022-05-06 02:12:37,26.326,43.975,77.38,24,0,8.23
400,Adrar,MR,2022-05-06 02:12:39,20.5022,-10.0711,76.62,20,5,10.54
401,Balkhash,KZ,2022-05-06 02:12:41,46.844,74.9804,59.61,67,0,4.47
402,Ancud,CL,2022-05-06 02:12:42,-41.8697,-73.8203,53.64,88,95,8.99
403,Oussouye,SN,2022-05-06 02:12:44,12.485,-16.5469,75.25,61,2,4.94
404,Maceio,BR,2022-05-06 02:12:45,-9.6658,-35.7353,78.24,83,20,3.44
405,Talnakh,RU,2022-05-06 02:12:47,69.4865,88.3972,13.21,89,99,13.4
406,Tansen,NP,2022-05-06 02:12:49,27.8673,83.5467,65.53,74,74,2.48
407,Bloemfontein,ZA,2022-05-06 02:10:01,-29.1211,26.214,51.71,47,0,0.67
408,San Cristobal,VE,2022-05-06 02:12:52,7.7669,-72.225,73.58,90,100,2.64
409,Pembroke,CA,2022-05-06 02:12:53,45.8168,-77.1162,47.3,66,91,3.83
410,Sabang,ID,2022-05-06 02:12:55,5.8933,95.3214,80.69,83,100,16.33
411,Mangan,IN,2022-05-06 02:12:57,27.5167,88.5333,72.82,85,91,3.09
412,Bermejo,AR,2022-05-06 02:12:58,-32.8833,-68.8,58.69,44,1,1.25
413,Inta,RU,2022-05-06 02:13:00,66.0317,60.1659,22.75,84,86,7.14
414,Binga,ZW,2022-05-06 02:13:02,-17.6203,27.3414,64.9,73,19,1.66
415,Woodstock,CA,2022-05-06 02:12:48,43.1334,-80.7497,53.65,63,100,6.93
416,Usinsk,RU,2022-05-06 02:13:06,65.9939,57.5281,23.2,69,57,11.25
417,Floresta,BR,2022-05-06 02:13:08,-8.6011,-38.5686,74.25,80,81,11.65
418,Richards Bay,ZA,2022-05-06 02:13:09,-28.783,32.0377,63.64,94,1,6.82
419,La Primavera,CO,2022-05-06 02:13:11,5.4906,-70.4092,75.83,90,86,4.43
420,Niagara Falls,CA,2022-05-06 02:12:36,43.1001,-79.0663,55.87,61,0,5.75
421,Iquique,CL,2022-05-06 02:13:14,-20.2208,-70.1431,64.44,81,57,2.3
422,La Rioja,ES,2022-05-06 02:13:15,42.25,-2.5,37.18,92,53,4.32
423,Grand Gaube,MU,2022-05-06 02:13:17,-20.0064,57.6608,75.6,80,71,10.0
424,Gat,IL,2022-05-06 02:13:19,31.61,34.7642,63.28,100,60,11.1
425,Tenenkou,ML,2022-05-06 02:13:20,14.4572,-4.9169,90.34,13,63,8.23
426,Agucadoura,PT,2022-05-06 02:13:22,41.4318,-8.7804,61.25,80,8,4.07
427,Buchanan,LR,2022-05-06 02:13:24,5.8808,-10.0467,77.72,91,99,3.67
428,Yarim,YE,2022-05-06 02:13:25,14.298,44.3779,57.16,66,7,0.34
429,Alta Floresta,BR,2022-05-06 02:13:27,-9.8756,-56.0861,71.38,92,19,1.68
430,Wilmington,US,2022-05-06 02:10:07,34.2257,-77.9447,71.51,84,75,5.75
431,Colares,PT,2022-05-06 02:13:30,38.7992,-9.4469,59.79,70,0,5.99
432,Arys,KZ,2022-05-06 02:13:31,42.4252,68.795,68.74,59,95,5.44
433,Pueblo Nuevo,MX,2022-05-06 02:13:33,23.3833,-105.3833,59.09,52,1,0.96
434,Romitan,UZ,2022-05-06 02:13:37,39.9343,64.3814,62.55,82,0,2.3
435,Liverpool,GB,2022-05-06 02:09:53,53.4106,-2.9779,54.05,83,100,3.96
436,Suruc,TR,2022-05-06 02:13:40,36.9761,38.425,52.29,78,97,10.09
437,Koslan,RU,2022-05-06 02:13:42,63.4564,48.8989,27.37,76,28,3.8
438,Zamora,EC,2022-05-06 02:11:50,-4.0692,-78.9567,67.14,100,99,0.54
439,Bodden Town,KY,2022-05-06 02:13:45,19.2833,-81.25,81.0,79,28,10.69
440,Vila Franca Do Campo,PT,2022-05-06 02:13:46,37.7167,-25.4333,67.19,86,100,14.43
441,Puerto Del Rosario,ES,2022-05-06 02:13:48,28.5004,-13.8627,64.15,77,0,9.22
442,Schattdorf,CH,2022-05-06 02:13:50,46.8655,8.6547,52.32,99,100,0.67
443,Coswig,DE,2022-05-06 02:13:51,51.1333,13.5833,52.12,69,0,1.14
444,Barranca,PE,2022-05-06 02:13:53,-10.75,-77.7667,63.9,88,64,8.34
445,Constitucion,CL,2022-05-06 02:13:54,-35.3333,-72.4167,55.02,89,0,6.8
446,Natal,BR,2022-05-06 02:10:53,-5.795,-35.2094,75.85,100,40,3.44
447,Tambacounda,SN,2022-05-06 02:13:57,13.7539,-13.7586,91.24,19,10,3.62
448,Narasannapeta,IN,2022-05-06 02:14:00,18.4167,84.05,84.67,71,28,4.7
449,Atlantic City,US,2022-05-06 02:14:02,39.3643,-74.4229,55.02,83,0,4.61
450,Mamallapuram,IN,2022-05-06 02:14:04,12.6264,80.1722,86.05,75,100,10.25
451,Iranshahr,IR,2022-05-06 02:14:05,27.2025,60.6848,83.12,26,0,2.3
452,Tubuala,PA,2022-05-06 02:14:07,9.5167,-79.0333,79.61,86,100,4.41
453,Cravo Norte,CO,2022-05-06 02:14:09,6.3017,-70.2041,76.89,84,100,5.26
454,Kjopsvik,NO,2022-05-06 02:14:10,68.097,16.3742,42.17,96,100,6.6
455,Oltedal,NO,2022-05-06 02:14:12,58.831,6.0466,48.18,88,85,3.36
456,Dergachi,RU,2022-05-06 02:14:13,51.2328,48.7659,37.78,64,98,10.07
457,Laguna,US,2022-05-06 02:14:15,38.421,-121.4238,72.1,51,0,9.22
458,Comodoro Rivadavia,AR,2022-05-06 02:14:13,-45.8667,-67.5,55.26,38,0,31.07
459,Camacha,PT,2022-05-06 02:14:19,33.0833,-16.3333,60.22,77,40,8.05
460,Wattegama,LK,2022-05-06 02:14:21,6.7989,81.4808,79.18,81,78,3.49
461,Sistranda,NO,2022-05-06 02:14:23,63.7256,8.834,44.56,79,100,10.83
462,Bogatyr,RU,2022-05-06 02:14:24,53.4298,49.9455,34.29,59,0,13.42
463,Gouyave,GD,2022-05-06 02:14:26,12.1646,-61.7296,78.75,81,87,18.01
464,Ibimirim,BR,2022-05-06 02:14:27,-8.5406,-37.6903,70.29,87,92,6.51
465,Male,MV,2022-05-06 02:14:29,4.1748,73.5089,83.5,76,99,11.79
466,San Diego,US,2022-05-06 02:11:46,32.7153,-117.1573,79.57,76,40,12.66
467,Kuusamo,FI,2022-05-06 02:13:05,65.9667,29.1833,37.44,81,0,5.75
468,Vawkavysk,BY,2022-05-06 02:14:33,53.1561,24.4513,43.92,77,84,10.2
469,Mercedes,AR,2022-05-06 02:14:35,-34.6515,-59.4307,56.03,75,0,7.83
470,Morondava,MG,2022-05-06 02:14:37,-20.2833,44.2833,72.84,72,0,5.32
471,Guayaramerin,BO,2022-05-06 02:14:38,-10.8368,-65.3614,72.18,78,34,2.66
472,Muridke,PK,2022-05-06 02:14:40,31.8025,74.2617,82.42,25,0,4.23
473,Avigliana,IT,2022-05-06 02:14:42,45.0771,7.3986,55.47,87,100,4.47
474,Lerwick,GB,2022-05-06 02:14:43,60.1545,-1.1494,48.2,96,100,22.91
475,Tutoia,BR,2022-05-06 02:14:45,-2.7619,-42.2744,77.63,87,98,7.96
476,Guanica,PR,2022-05-06 02:14:46,17.9716,-66.908,79.11,88,84,7.25
477,Montepuez,MZ,2022-05-06 02:14:48,-13.1256,38.9997,63.43,98,14,3.65
478,Santa Fe,AR,2022-05-06 02:14:50,-31.6333,-60.7,64.99,85,0,4.0
479,Umm Lajj,SA,2022-05-06 02:14:51,25.0213,37.2685,74.46,62,0,10.69
480,Manica,FR,2022-05-06 02:14:53,49.0,-1.1667,49.19,88,61,2.13
481,Killybegs,IE,2022-05-06 02:14:54,54.6333,-8.45,53.47,93,100,12.37
482,Lyaskelya,RU,2022-05-06 02:14:56,61.7667,31.0167,38.43,77,100,5.08
483,Rio Grande,BR,2022-05-06 02:14:58,-32.035,-52.0986,60.1,72,58,2.98
484,Bhadasar,IN,2022-05-06 02:14:59,28.2833,74.3167,87.89,28,6,7.74
485,Karlshamn,SE,2022-05-06 02:15:01,56.1706,14.8619,39.69,95,68,6.42
486,Ashta,IN,2022-05-06 02:15:03,23.0167,76.7167,87.84,26,0,12.41
487,Shakawe,BW,2022-05-06 02:15:04,-18.3667,21.85,58.03,52,24,5.19
488,Korampallam,IN,2022-05-06 02:15:06,8.7667,78.1,84.49,70,40,4.61
489,Bartica,GY,2022-05-06 02:15:08,6.4,-58.6167,77.32,99,96,1.86
490,Gornopravdinsk,RU,2022-05-06 02:15:09,60.05,69.9,35.29,96,100,13.2
491,Rudbar,AF,2022-05-06 02:11:14,30.15,62.6,81.82,14,0,6.2
492,Isoka,ZM,2022-05-06 02:15:12,-10.1606,32.6335,56.91,98,80,1.16
493,Sorkjosen,NO,2022-05-06 02:15:14,69.8,20.9333,42.8,56,75,3.44
494,Humaita,BR,2022-05-06 02:15:16,-7.5061,-63.0208,73.18,97,15,2.01
495,Mangrol,IN,2022-05-06 02:15:17,21.1167,70.1167,81.32,72,0,9.57
496,Kirkwall,GB,2022-05-06 02:15:19,58.9848,-2.9587,51.96,87,20,12.66
497,Matane,CA,2022-05-06 02:14:05,48.8286,-67.522,36.79,73,100,14.72
498,Jumla,NP,2022-05-06 02:11:24,29.2747,82.1838,56.98,77,82,1.92
499,Ampere,BR,2022-05-06 02:15:23,-25.915,-53.4728,52.61,95,0,3.69
500,Touba,CI,2022-05-06 02:15:25,8.2833,-7.6833,73.24,82,100,2.68
501,Gidam,IN,2022-05-06 02:15:27,18.9833,81.4,84.49,48,87,3.36
502,Choma,ZM,2022-05-06 02:15:28,-16.8065,26.9531,57.34,77,9,3.47
503,Navirai,BR,2022-05-06 02:13:35,-23.065,-54.1906,64.04,79,100,2.19
504,Maridi,SS,2022-05-06 02:15:31,4.9158,29.4742,68.4,81,89,2.95
505,Cucuta,CO,2022-05-06 02:15:33,7.8833,-72.5053,80.55,65,40,11.5
506,Charlestown,AU,2022-05-06 02:12:05,-32.95,151.6667,69.69,47,2,1.99
507,Urumqi,CN,2022-05-06 02:15:36,43.801,87.6005,61.75,72,75,8.95
508,Viedma,AR,2022-05-06 02:15:37,-40.8135,-62.9967,56.5,63,17,3.11
509,Marquette,US,2022-05-06 02:12:39,46.5333,-87.6335,45.77,66,8,3.4
510,Negrar,IT,2022-05-06 02:15:40,45.5288,10.938,56.84,94,100,9.22
511,Mkushi,ZM,2022-05-06 02:15:42,-13.6202,29.3939,55.42,92,24,3.74
512,Turtas,RU,2022-05-06 02:15:45,58.9417,69.1325,44.51,86,100,8.19
513,Tabou,CI,2022-05-06 02:15:47,4.423,-7.3528,80.15,86,21,3.53
514,Road Town,VG,2022-05-06 02:15:48,18.4167,-64.6167,78.84,78,20,11.5
515,Ribas Do Rio Pardo,BR,2022-05-06 02:15:50,-20.4431,-53.7592,59.45,79,0,3.47
516,Suratgarh,IN,2022-05-06 02:12:34,29.3167,73.9,89.64,27,1,5.55
517,Somerset East,ZA,2022-05-06 02:15:53,-32.7217,25.588,64.0,31,0,8.34
518,Dakar,SN,2022-05-06 02:15:19,14.6937,-17.4441,72.48,81,0,18.43
519,Kattivakkam,IN,2022-05-06 02:15:56,13.2167,80.3167,87.89,89,94,10.67
520,Sao Miguel Do Araguaia,BR,2022-05-06 02:15:57,-13.275,-50.1628,76.05,69,100,3.78
521,Shiraz,IR,2022-05-06 02:15:11,29.6036,52.5388,67.44,28,75,4.61
522,Nicoya,CR,2022-05-06 02:16:00,10.1483,-85.452,78.64,87,88,3.04
523,Buffalo,US,2022-05-06 02:14:06,42.8865,-78.8784,55.15,55,100,8.05
524,Bhadravati,IN,2022-05-06 02:16:10,13.8667,75.7167,76.46,78,96,3.49
525,Treinta Y Tres,UY,2022-05-06 02:16:12,-33.2333,-54.3833,52.92,88,6,3.85
526,Rawson,AR,2022-05-06 02:16:13,-43.3002,-65.1023,59.4,57,67,11.99
527,Hirtshals,DK,2022-05-06 02:16:15,57.5881,9.9592,48.69,86,15,22.3
528,Coquimbo,CL,2022-05-06 02:14:50,-29.9533,-71.3436,57.83,88,100,2.06
529,Belen,TR,2022-05-06 02:16:18,36.4891,36.2233,48.34,82,40,6.91
530,Nova Esperanca,BR,2022-05-06 02:16:21,4.438,-61.1151,70.57,93,100,1.99
531,Damietta,EG,2022-05-06 02:16:22,31.4165,31.8133,62.51,73,0,12.97
532,Thinadhoo,MV,2022-05-06 02:16:25,0.5333,72.9333,83.66,75,100,12.24
533,La Plata,AR,2022-05-06 02:16:27,-34.9215,-57.9545,60.03,84,13,5.91
534,Anzhero-Sudzhensk,RU,2022-05-06 02:16:29,56.081,86.0285,52.16,41,5,2.24
535,Barra Da Estiva,BR,2022-05-06 02:16:30,-13.6261,-41.3269,66.15,70,3,5.37
536,Kedougou,SN,2022-05-06 02:16:32,12.5579,-12.1743,88.41,28,13,3.89
537,Arinos,BR,2022-05-06 02:16:34,-15.9169,-46.1056,69.93,81,1,1.97
538,Stephenville,US,2022-05-06 02:16:35,32.2207,-98.2023,69.93,58,0,3.44
539,Ramanathapuram,IN,2022-05-06 02:16:37,9.3833,78.8333,84.74,66,99,5.91
540,Beziers,FR,2022-05-06 02:16:40,43.3476,3.219,58.89,62,0,14.97
541,Krasnoarmeysk,RU,2022-05-06 02:16:41,51.0239,45.6969,36.52,61,61,7.78
542,Agirish,RU,2022-05-06 02:16:43,61.9247,63.0231,30.43,71,100,8.03
543,Pitsunda,GE,2022-05-06 02:16:45,43.1592,40.3378,50.18,87,95,9.08
544,Trindade,BR,2022-05-06 02:16:46,-16.6494,-49.4889,69.55,70,2,3.13
545,Oksfjord,NO,2022-05-06 02:16:48,70.2396,22.3479,39.27,86,100,13.18
546,Villaviciosa,ES,2022-05-06 02:16:50,43.4813,-5.4357,54.41,92,14,3.51
547,Koudougou,BF,2022-05-06 02:16:51,12.25,-2.3667,89.73,40,100,7.81
548,Ambad,IN,2022-05-06 02:16:53,19.6167,75.8,88.81,23,0,12.97
549,Nador,MA,2022-05-06 02:16:55,35.174,-2.9287,57.45,82,0,3.44
550,Pravokubanskiy,RU,2022-05-06 02:16:56,43.9172,41.8841,44.69,99,100,2.1
551,Can,TR,2022-05-06 02:16:58,40.0333,27.0524,46.02,91,2,2.01
552,Paita,PE,2022-05-06 02:17:00,-5.0892,-81.1144,67.89,81,95,13.71
553,Ayagoz,KZ,2022-05-06 02:17:01,47.9714,80.4392,61.38,54,0,6.89
554,Mustasaari,FI,2022-05-06 02:12:55,63.1142,21.6822,38.89,100,0,2.3
555,Chato,TZ,2022-05-06 02:17:04,-2.6378,31.7669,67.71,82,100,4.41
556,Madaoua,NE,2022-05-06 02:17:06,14.073,5.96,84.29,48,100,6.24
557,Salvador,SV,2022-05-06 02:17:07,13.8333,-88.9167,75.6,83,100,1.32
558,Boundiali,CI,2022-05-06 02:17:09,9.5217,-6.4869,75.0,77,100,5.37
559,Port Elgin,CA,2022-05-06 02:17:11,46.0487,-64.0868,41.68,75,73,5.57
560,Rodrigues Alves,BR,2022-05-06 02:17:12,-7.738,-72.6509,71.8,81,100,1.5
561,Praia,CV,2022-05-06 02:17:14,14.9215,-23.5087,70.34,83,0,11.5
562,Nalhati,IN,2022-05-06 02:17:16,24.3,87.8167,85.21,60,2,4.72
563,Dhidhdhoo,MV,2022-05-06 02:17:17,6.8833,73.1,82.89,74,100,13.89
564,Lahij,YE,2022-05-06 02:17:19,13.1667,44.5833,76.95,47,2,0.67
565,Kita,ML,2022-05-06 02:17:21,13.0349,-9.4895,89.89,21,84,3.85
566,Abdanan,IR,2022-05-06 02:17:22,32.9926,47.4198,62.82,41,0,2.62
567,Partyzany,UA,2022-05-06 02:17:24,46.3314,34.7503,52.14,58,100,14.5
568,Olafsvik,IS,2022-05-06 02:17:25,64.8945,-23.7142,35.89,67,30,19.22
569,Krasnoselkup,RU,2022-05-06 02:17:27,65.7,82.4667,19.35,76,70,4.34
570,Callaway,US,2022-05-06 02:17:29,30.153,-85.5699,75.99,89,0,8.05
571,Dutlwe,BW,2022-05-06 02:17:30,-23.9833,23.9,59.4,45,5,4.23
572,Lubango,AO,2022-05-06 02:17:32,-14.9172,13.4925,56.35,51,98,3.96
573,Santa Isabel,BR,2022-05-06 02:17:34,-23.3156,-46.2214,61.9,95,69,0.69
574,Sabla,NG,2022-05-06 02:17:35,12.7525,4.7077,86.18,44,100,7.52
575,Salinopolis,BR,2022-05-06 02:17:37,-0.6136,-47.3561,78.3,87,100,7.49
576,La Dolorita,VE,2022-05-06 02:17:39,10.4883,-66.7861,70.93,82,100,2.26
577,Stepnogorsk,KZ,2022-05-06 02:17:40,52.3544,71.8869,56.5,55,83,13.4
578,Henties Bay,NA,2022-05-06 02:17:42,-22.116,14.2845,63.07,73,0,7.07
579,San Lawrenz,MT,2022-05-06 02:17:43,36.0553,14.204,64.85,78,2,4.0
580,Sabha,LY,2022-05-06 02:17:45,27.0377,14.4283,77.41,13,7,18.39
581,Zyrardow,PL,2022-05-06 02:17:47,52.0488,20.446,58.8,100,100,4.27
582,Oistins,BB,2022-05-06 02:17:43,13.0667,-59.5333,78.89,83,40,16.11
583,Kalamare,BW,2022-05-06 02:17:50,-22.9337,26.5703,58.96,57,0,4.16
584,Yei,SS,2022-05-06 02:17:51,4.095,30.6779,68.23,82,63,4.27
585,Dennery,LC,2022-05-06 02:17:54,13.8996,-60.8879,80.69,74,20,17.27
586,Vincennes,FR,2022-05-06 02:17:56,48.85,2.4333,52.09,87,0,6.91
587,Sokoni,TZ,2022-05-06 02:17:58,-6.4333,39.55,78.04,82,19,15.9
588,Asyut,EG,2022-05-06 02:17:59,27.181,31.1837,62.91,45,0,11.97
589,Kibala,TD,2022-05-06 02:18:01,9.1104,18.3463,78.64,70,100,5.68
590,Panjab,AF,2022-05-06 02:18:02,34.388,67.0233,47.08,52,0,3.06
591,Tartus,SY,2022-05-06 02:18:04,34.889,35.8866,61.92,79,15,12.66
