City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
968,Pushkar,IN,79.68,clear sky,26.5,74.55,
970,Raga,SS,78.96,overcast clouds,8.4596,25.678,
972,Iranshahr,IR,77.59,clear sky,27.2025,60.6848,
978,Haines City,US,79.99,clear sky,28.1142,-81.6179,
982,Samana,DO,78.94,clear sky,19.2056,-69.3369,
989,Barinas,VE,78.06,broken clouds,8.6226,-70.2075,
991,Abu Dhabi,AE,81.97,clear sky,24.4667,54.3667,
993,Eufaula,US,75.33,clear sky,31.8913,-85.1455,
1003,Barmer,IN,77.81,clear sky,25.75,71.3833,
1008,Ghugus,IN,86.36,overcast clouds,19.9333,79.1333,
1011,Tamandare,BR,76.84,overcast clouds,-8.7597,-35.1047,
1014,Malkapur,IN,87.48,overcast clouds,20.8833,76.2,
1019,Sandur,IN,77.18,overcast clouds,15.1,76.55,
1021,Zaraza,VE,82.0,overcast clouds,9.3503,-65.3245,
1024,Faridpur,BD,77.2,overcast clouds,23.6,89.8333,
1025,Porto Novo,BJ,79.59,light rain,6.4965,2.6036,
1026,Puerto Carreno,CO,79.47,overcast clouds,6.189,-67.4859,
1028,Kombissiri,BF,87.12,scattered clouds,12.0656,-1.3375,
1032,Aurangabad,IN,83.88,broken clouds,19.8833,75.3333,
1034,Riohacha,CO,81.91,scattered clouds,11.5444,-72.9072,
1045,Pen,IN,86.04,overcast clouds,18.75,73.0833,
1048,Pedernales,DO,79.92,clear sky,18.0384,-71.744,
1051,Mayumba,GA,77.83,broken clouds,-3.432,10.6554,
1052,Colimes,EC,78.69,light rain,-1.55,-80.0167,
1055,Conakry,GN,79.54,moderate rain,9.538,-13.6773,
1056,Haldia,IN,81.81,overcast clouds,22.0605,88.1097,
1061,Kassala,SD,84.61,broken clouds,15.451,36.4,
1065,Doka,SD,89.13,overcast clouds,13.5167,35.7667,
1067,Rajur,IN,87.04,overcast clouds,20.1167,78.9167,
1069,Pointe Michel,DM,79.29,scattered clouds,15.25,-61.3833,
1072,Nioro,GM,81.45,overcast clouds,13.35,-15.75,
1073,Key Largo,US,79.99,scattered clouds,25.0865,-80.4473,
1075,Savelugu,GH,83.41,broken clouds,9.6244,-0.8253,
1080,Brazzaville,CG,76.37,light rain,-4.2658,15.2832,
1085,Santa Marta,CO,85.89,scattered clouds,11.2408,-74.199,
1097,Tougan,BF,89.17,few clouds,13.0667,-3.0667,
1101,Sarankhola,BD,76.91,overcast clouds,22.3082,89.7897,
1116,Puerto Colombia,CO,82.49,scattered clouds,10.9878,-74.9547,
1119,Terre Haute,US,77.27,clear sky,39.4667,-87.4139,
1124,Nizwa,OM,81.81,clear sky,22.9333,57.5333,
1126,Mandera,KE,80.64,broken clouds,3.9366,41.867,
1128,Sarh,TD,82.96,overcast clouds,9.1429,18.3923,
1131,Mutis,CO,81.19,light rain,6.2262,-77.4044,
1133,Robertsport,LR,80.26,light rain,6.7533,-11.3686,
1149,Wanlaweyn,SO,77.65,overcast clouds,2.6185,44.8938,
1155,Sagua De Tanamo,CU,76.59,clear sky,20.5819,-75.2414,
1156,Bushehr,IR,75.34,clear sky,28.9684,50.8385,
1157,Neiba,DO,75.97,clear sky,18.5,-71.4167,
1168,Douentza,ML,84.06,broken clouds,14.9951,-2.9517,
1172,Saint Cloud,US,77.0,broken clouds,45.5608,-94.1625,
1175,Mana,GF,76.91,few clouds,5.6592,-53.7767,
1176,Fuerte Olimpo,PY,78.96,scattered clouds,-21.0415,-57.8738,
1178,Agadez,NE,87.93,clear sky,19.75,10.25,
1185,Jalalpur,PK,76.87,smoke,32.6374,74.2183,
1187,Khagaria,IN,79.12,clear sky,25.5,86.4833,
1192,Owensboro,US,78.85,clear sky,37.7742,-87.1133,
1197,Limon,CR,84.09,scattered clouds,10.0,-83.0333,
1210,Yarada,IN,84.52,light rain,17.65,83.2667,
1211,Cockburn Town,TC,79.57,overcast clouds,21.4612,-71.1419,
1214,Grenville,GD,79.93,scattered clouds,12.1167,-61.6167,
1220,Jizan,SA,82.85,clear sky,17.3333,42.6667,
1222,Berbera,SO,83.19,scattered clouds,10.4396,45.0143,
1223,Salvador,SV,79.2,overcast clouds,13.8333,-88.9167,
1224,Puri,IN,81.12,broken clouds,19.8,85.85,
1231,Aquiraz,BR,78.19,overcast clouds,-3.9014,-38.3911,
1238,Mateare,NI,82.24,overcast clouds,12.2351,-86.4281,
1242,Umuahia,NG,75.9,broken clouds,5.5263,7.4896,
1247,Osmanabad,IN,84.61,overcast clouds,18.1667,76.05,
1252,Chhatapur,IN,78.46,scattered clouds,26.2167,87.0167,
1258,Keti Bandar,PK,80.83,clear sky,24.1447,67.4497,
1262,Veraval,IN,81.09,overcast clouds,20.9,70.3667,
1263,Kontagora,NG,78.01,overcast clouds,10.3999,5.4695,
1264,Kharan,PK,84.09,few clouds,28.5833,65.4167,
1265,Dhidhdhoo,MV,85.55,overcast clouds,6.8833,73.1,
1269,Alice Town,BS,77.09,broken clouds,25.7167,-79.3,
1271,Gopalpur,IN,80.94,broken clouds,19.2667,84.9167,
1273,Kollam,IN,80.4,moderate rain,8.8833,76.6,
1280,Himatnagar,IN,82.33,broken clouds,23.6,72.95,
1284,Venice,US,83.1,clear sky,27.0998,-82.4543,
1292,Latehar,IN,75.7,clear sky,23.75,84.5,
