City_ID,City,Country,Max Temp,Description,Lat,Lng,Humidity,Cloudiness,Wind Speed
345,Harper,LR,80.04,broken clouds,4.375,-7.7169,79,56,6.62
346,Koraput,IN,73.22,overcast clouds,18.8167,82.7167,71,100,8.95
347,Vila Do Maio,CV,72.39,few clouds,15.1333,-23.2167,84,20,14.5
348,Uvira,CD,71.91,overcast clouds,-3.4067,29.1458,85,85,3.98
349,Betare Oya,CM,68.61,overcast clouds,5.6,14.0833,94,97,2.57
350,Iquitos,PE,78.84,broken clouds,-3.7481,-73.2472,94,75,2.3
351,Ponta Delgada,PT,63.32,broken clouds,37.7333,-25.6667,82,75,3.44
352,Shadrinsk,RU,50.32,broken clouds,56.0852,63.6335,45,79,12.12
353,Malakwal,PK,83.64,few clouds,32.5536,73.2123,28,13,7.18
354,Lloro,CO,75.22,light rain,5.4961,-76.5495,99,100,1.9
355,Palani,IN,78.69,moderate rain,10.4667,77.5333,68,100,4.09
356,Primorka,RU,47.17,broken clouds,47.2836,39.0625,84,67,11.79
357,Bilma,NE,89.65,clear sky,18.6853,12.9164,10,1,6.58
358,Royken,NO,50.23,light rain,59.7475,10.3936,1,100,10.4
359,Obidos,BR,74.08,broken clouds,-1.9175,-55.5181,95,80,0.09
360,Lages,BR,49.75,clear sky,-27.8161,-50.3261,98,0,3.4
361,Oranjestad,AW,82.35,few clouds,12.524,-70.027,78,20,25.32
362,Barcelona,ES,64.69,clear sky,41.3888,2.159,74,0,4.61
363,Arlit,NE,90.77,scattered clouds,18.7369,7.3853,21,31,6.62
364,Bria,CF,72.68,broken clouds,6.5423,21.9863,83,80,2.98
365,Thompson,CA,60.96,broken clouds,55.7435,-97.8558,55,75,4.61
366,Bom Jesus Da Lapa,BR,76.64,scattered clouds,-13.255,-43.4181,47,30,5.03
367,Fomboni,KM,81.63,scattered clouds,-12.28,43.7425,71,49,16.42
368,Yarmouth,US,48.99,broken clouds,41.7057,-70.2286,65,75,28.01
369,Saint George,US,69.94,clear sky,37.1041,-113.5841,11,0,12.66
370,Usinsk,RU,27.64,overcast clouds,65.9939,57.5281,88,100,6.89
371,Old Orchard Beach,US,53.37,clear sky,43.5173,-70.3775,55,0,12.66
372,Dabwali,IN,87.28,clear sky,29.95,74.7333,25,1,8.48
373,Mariinsk,RU,36.3,clear sky,56.2139,87.7472,54,0,4.76
374,Huarmey,PE,66.27,clear sky,-10.0681,-78.1522,85,4,8.5
375,Balkanabat,TM,60.8,few clouds,39.5108,54.3671,41,14,4.34
376,Kaniama,CD,67.91,scattered clouds,-7.5667,24.1833,83,27,3.83
377,Lukovetskiy,RU,27.66,scattered clouds,64.2956,41.9211,90,29,2.33
378,Alta Floresta,BR,74.62,scattered clouds,-9.8756,-56.0861,76,34,0.27
379,Grand-Santi,GF,72.45,few clouds,4.25,-54.3833,98,23,2.84
380,Muros,ES,54.68,overcast clouds,42.7762,-9.0603,86,100,6.87
381,Buraydah,SA,75.65,clear sky,26.326,43.975,14,5,9.26
382,Dzerzhinsk,RU,35.42,overcast clouds,56.2389,43.4631,100,100,13.42
383,Nortelandia,BR,80.1,broken clouds,-14.4547,-56.8028,53,71,1.16
384,Marzuq,YE,74.37,clear sky,14.4,46.4667,55,1,1.43
385,Visby,SE,43.02,clear sky,57.6409,18.296,45,0,13.8
386,Salalah,OM,82.49,clear sky,17.0151,54.0924,74,0,2.3
387,Takoradi,GH,79.86,overcast clouds,4.8845,-1.7554,84,97,6.64
388,Quelimane,MZ,71.55,clear sky,-17.8786,36.8883,94,0,0.0
389,Touros,BR,77.05,scattered clouds,-5.1989,-35.4608,86,27,14.54
390,Surgut,RU,42.98,clear sky,61.25,73.4167,75,0,4.47
391,Kodar,IN,86.41,overcast clouds,16.9833,79.9667,52,100,6.76
392,Eyl,SO,82.92,light rain,7.9803,49.8164,84,86,11.92
393,Kutum,SD,77.41,clear sky,14.2,24.6667,11,2,8.86
394,Ostroda,PL,40.55,scattered clouds,53.6967,19.9649,70,35,6.17
395,Moengo,SR,73.74,scattered clouds,5.6167,-54.4,94,48,2.3
396,Puerto Del Rosario,ES,69.55,clear sky,28.5004,-13.8627,73,0,10.36
397,Ayabaca,PE,51.3,overcast clouds,-4.6398,-79.7149,90,89,2.62
398,Rampura,IN,85.23,clear sky,30.25,75.2333,30,0,7.67
399,Nurota,UZ,64.63,moderate rain,40.5614,65.6886,60,100,6.62
400,Vuktyl,RU,34.7,overcast clouds,63.8567,57.3094,86,99,9.69
401,Giddarbaha,IN,86.61,clear sky,30.2,74.6667,25,0,8.55
402,Pemba,MZ,75.9,few clouds,-12.974,40.5178,88,20,9.22
403,Kuito,AO,58.86,scattered clouds,-12.3833,16.9333,70,44,3.51
404,Lockport,US,81.16,clear sky,41.5895,-88.0578,58,0,26.46
405,Sakakah,SA,72.97,scattered clouds,29.9697,40.2064,17,41,12.84
406,Eidfjord,NO,43.41,overcast clouds,60.4675,7.0719,81,100,6.91
407,Killybegs,IE,49.96,overcast clouds,54.6333,-8.45,86,86,19.93
408,Lac-Megantic,CA,50.9,clear sky,45.5834,-70.8823,62,0,4.97
409,Sinnamary,GF,77.29,few clouds,5.3833,-52.95,87,22,9.22
410,Assomada,CV,67.55,few clouds,15.1,-23.6833,82,16,9.89
411,Mkushi,ZM,61.07,few clouds,-13.6202,29.3939,75,23,4.29
412,Ladario,BR,81.36,scattered clouds,-19.0047,-57.6017,39,45,2.08
413,Kukes,AL,54.68,scattered clouds,42.0769,20.4219,77,47,2.64
414,Chicama,PE,61.34,scattered clouds,-7.8447,-79.1469,83,26,5.79
415,Morogoro,TZ,67.42,broken clouds,-6.8167,37.6667,92,75,1.83
416,Coracora,PE,50.09,clear sky,-15.0333,-73.7833,50,8,1.88
417,Pavlodar,KZ,39.0,clear sky,52.3,76.95,75,0,8.95
418,Yambio,SS,65.84,overcast clouds,4.5721,28.3955,97,100,4.7
419,Umm Kaddadah,SD,82.81,broken clouds,13.6017,26.6876,9,77,14.54
420,Talara,PE,68.76,clear sky,-4.5772,-81.2719,77,0,12.66
421,Atbasar,KZ,54.05,overcast clouds,51.8,68.3333,45,100,20.27
422,Saint Anthony,US,87.69,broken clouds,45.0205,-93.218,50,75,26.46
423,Nadvoitsy,RU,32.56,few clouds,63.8667,34.3167,86,20,5.79
424,Hamilton,US,76.95,clear sky,39.1834,-84.5333,44,0,13.8
425,Sorochinsk,RU,52.48,light rain,52.4338,53.1583,76,100,15.57
426,Novoagansk,RU,37.62,broken clouds,61.9449,76.6625,95,77,3.51
427,Mahenge,TZ,62.47,few clouds,-8.6833,36.7167,79,21,2.73
428,Grevena,GR,49.21,scattered clouds,40.0845,21.4274,76,26,1.61
429,Lerwick,GB,48.2,light rain,60.1545,-1.1494,95,100,22.55
430,Micheweni,TZ,78.69,light rain,-4.9667,39.8333,86,15,11.03
431,Karaton,ID,78.13,overcast clouds,-6.3424,106.1045,86,86,0.92
432,Bubaque,GW,77.45,light rain,11.2833,-15.8333,84,52,7.25
433,Boa Vista,BR,80.58,broken clouds,2.8197,-60.6733,78,75,5.75
434,Itarema,BR,75.76,overcast clouds,-2.9248,-39.9167,94,100,5.77
435,Kulunda,RU,46.27,clear sky,52.566,78.9385,47,3,9.78
436,Mahon,ES,57.76,clear sky,39.8885,4.2658,94,0,6.91
437,Babocsa,HU,54.68,few clouds,46.0416,17.3433,88,22,4.03
438,Katima Mulilo,NA,59.07,clear sky,-17.5,24.2667,40,0,5.35
439,Piripiri,BR,72.77,overcast clouds,-4.2733,-41.7769,98,90,3.56
440,Kakrala,IN,84.85,clear sky,27.9,79.2,38,0,6.62
441,Birjand,IR,59.47,clear sky,32.8663,59.2211,38,0,9.22
442,Otjimbingwe,NA,63.75,clear sky,-22.35,16.1333,35,0,3.13
443,Sobral,BR,73.49,overcast clouds,-3.6861,-40.3497,99,99,3.42
444,Saint-Paul,RE,70.36,clear sky,-21.0096,55.2707,76,9,2.82
445,Staryy Nadym,RU,35.73,broken clouds,65.6118,72.6842,85,79,9.31
446,Acari,PE,68.41,scattered clouds,-15.4311,-74.6158,76,28,4.03
447,Khairpur Nathan Shah,PK,87.85,few clouds,27.0936,67.7337,45,13,6.46
448,Khulna,BD,77.99,overcast clouds,22.8135,89.5672,89,99,6.87
449,Carnarvon,AU,66.27,overcast clouds,-24.8667,113.6333,63,93,6.91
450,Saquena,PE,74.62,scattered clouds,-4.6667,-73.5167,95,44,1.41
451,Carballo,ES,55.76,overcast clouds,43.213,-8.691,88,98,0.85
452,Aksarayskiy,RU,52.05,overcast clouds,46.7924,48.0119,67,100,15.19
453,Luderitz,NA,59.99,few clouds,-26.6481,15.1594,54,18,5.3
454,Lethem,GY,80.49,overcast clouds,3.3803,-59.7968,72,99,4.83
455,Charlottetown,CA,45.12,few clouds,46.2352,-63.1267,63,20,9.22
456,Tiszasuly,HU,57.22,few clouds,47.3833,20.4,79,21,7.9
457,Khuzdar,PK,79.18,clear sky,27.7384,66.6434,27,7,1.74
458,Oussouye,SN,77.18,light rain,12.485,-16.5469,70,36,2.51
459,Filingue,NE,91.92,overcast clouds,14.3521,3.3168,33,87,7.34
460,Moussoro,TD,89.56,clear sky,13.6408,16.4901,30,2,8.68
461,Iracoubo,GF,77.0,few clouds,5.4802,-53.2011,87,12,9.01
462,Saluzzo,IT,60.67,clear sky,44.6464,7.4862,87,5,3.44
463,Basoko,CD,70.84,light rain,1.2391,23.616,95,74,4.05
464,Utinga,BR,77.4,scattered clouds,-5.8172,-35.3954,94,40,6.91
465,Sept-Iles,CA,43.32,few clouds,50.2001,-66.3821,71,20,3.44
466,Ponnani,IN,74.52,light rain,10.767,75.9252,82,100,13.91
467,Los Llanos De Aridane,ES,68.13,clear sky,28.6585,-17.9182,69,0,9.22
468,Bridlington,GB,61.9,overcast clouds,54.0831,-0.1919,78,100,16.91
469,Monroe,US,65.71,scattered clouds,43.1501,-77.6831,48,40,9.22
470,Urbana,US,80.69,few clouds,40.1106,-88.2073,54,20,26.46
471,Zaranj,AF,72.73,clear sky,30.9667,61.8833,49,0,23.6
472,San Andres,CO,84.22,few clouds,12.5847,-81.7006,74,20,8.05
473,Abha,SA,69.62,few clouds,18.2164,42.5053,42,20,0.0
474,Valera,VE,74.1,overcast clouds,9.3178,-70.6036,92,96,4.52
475,Presidencia Roque Saenz Pena,AR,59.54,overcast clouds,-26.7852,-60.4388,97,100,3.29
476,Plouzane,FR,55.58,broken clouds,48.3833,-4.6167,91,75,10.36
477,Ostrovnoy,RU,32.67,clear sky,68.0531,39.5131,78,8,20.29
478,Orbetello,IT,57.22,broken clouds,42.4408,11.2196,78,62,4.09
479,Sokoni,TZ,81.18,clear sky,-6.4333,39.55,77,7,15.64
480,Namwala,ZM,62.26,few clouds,-15.7504,26.4384,64,20,2.62
481,Collierville,US,83.73,clear sky,35.042,-89.6645,65,3,8.99
482,Westport,US,64.38,clear sky,41.1415,-73.3579,14,0,17.27
483,Cartagena,CO,85.62,scattered clouds,10.3997,-75.5144,79,40,8.05
484,Mecca,SA,84.56,clear sky,21.4267,39.8261,19,0,5.17
485,Spanish Town,JM,82.02,broken clouds,17.9911,-76.9574,76,75,19.57
486,San Miguel,SV,81.5,overcast clouds,13.4833,-88.1833,80,100,3.91
487,Berlevag,NO,35.4,overcast clouds,70.8578,29.0864,90,92,0.94
488,Motril,ES,70.27,broken clouds,36.7507,-3.5179,68,82,4.36
489,Waddan,LY,65.82,scattered clouds,29.1614,16.139,48,47,15.39
490,Chanika,TZ,65.64,broken clouds,-5.4167,38.0167,99,69,1.99
491,Matara,LK,81.0,overcast clouds,5.9485,80.5353,85,100,13.49
492,Baherden,TM,61.77,scattered clouds,38.4362,57.4316,56,26,5.91
493,Malinovskiy,RU,45.91,few clouds,61.1953,62.8397,68,14,5.26
494,Pozo Colorado,PY,63.07,overcast clouds,-23.4923,-58.7972,90,97,10.45
495,Sao Joao Da Barra,BR,67.73,few clouds,-21.6403,-41.0511,77,11,10.54
496,Barranca,PE,64.65,scattered clouds,-10.75,-77.7667,87,27,6.49
497,Coro,VE,80.67,overcast clouds,11.4045,-69.6734,83,85,15.48
498,Cordoba,AR,69.76,light rain,-31.4135,-64.1811,73,0,8.05
499,Camana,PE,65.59,broken clouds,-16.6228,-72.7111,81,67,7.18
500,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,78,40,4.61
501,San Lawrenz,MT,58.86,few clouds,36.0553,14.204,90,22,6.44
502,Gornopravdinsk,RU,46.78,few clouds,60.05,69.9,72,12,5.03
503,Quatre Cocos,MU,73.51,scattered clouds,-20.2078,57.7625,81,29,8.79
504,Yelatma,RU,34.11,overcast clouds,54.9675,41.7508,94,97,9.37
505,Paamiut,GL,30.49,broken clouds,61.994,-49.6678,87,70,5.03
506,Comodoro Rivadavia,AR,49.86,clear sky,-45.8667,-67.5,50,0,10.36
507,Hambantota,LK,81.45,overcast clouds,6.1241,81.1185,81,100,20.2
508,Camacha,PT,60.22,scattered clouds,33.0833,-16.3333,88,40,11.5
509,Sinop,TR,42.67,clear sky,41.7711,34.8709,74,1,4.5
510,San Juan,AR,67.39,clear sky,-31.5375,-68.5364,47,4,6.24
511,Kulhudhuffushi,MV,85.28,overcast clouds,6.6221,73.07,71,100,18.43
512,Bougouni,ML,87.55,overcast clouds,11.417,-7.479,41,94,7.07
513,Gao,ML,85.53,clear sky,16.6362,1.637,5,2,11.59
514,Urumqi,CN,52.75,clear sky,43.801,87.6005,30,0,6.71
515,Black River,JM,79.9,scattered clouds,18.0264,-77.8487,73,26,3.62
516,Ajra,IN,72.59,overcast clouds,16.1167,74.2,89,100,7.2
517,Audru,EE,43.97,few clouds,58.4086,24.3739,78,23,8.48
518,Obodivka,UA,43.77,scattered clouds,48.4051,29.2477,71,26,5.93
519,La Libertad,EC,71.26,broken clouds,-2.2333,-80.9,88,75,10.36
520,Chimore,BO,70.29,overcast clouds,-16.9833,-65.1333,97,95,3.71
521,Manono,CD,68.76,broken clouds,-7.3,27.4167,78,74,3.24
522,Guatire,VE,73.99,overcast clouds,10.4762,-66.5427,96,97,3.6
523,Biltine,TD,85.24,clear sky,14.5333,20.9167,9,8,1.97
524,Bouna,CI,75.45,overcast clouds,9.2667,-3.0,84,98,3.98
525,Gweta,BW,62.22,clear sky,-20.1833,25.2333,16,0,7.31
526,Ciudad Bolivar,VE,88.48,broken clouds,8.1222,-63.5497,46,59,4.81
527,Lihula,EE,43.84,scattered clouds,58.6814,23.8453,69,33,7.72
528,Zemio,CF,69.1,overcast clouds,5.0314,25.1361,96,98,3.2
529,Togur,RU,40.41,few clouds,58.3631,82.8265,60,19,5.57
530,Sao Paulo De Olivenca,BR,74.91,broken clouds,-3.3783,-68.8725,99,84,2.01
531,Zhezkazgan,KZ,62.83,overcast clouds,47.8043,67.7144,29,100,19.91
532,Karatau,KZ,65.52,overcast clouds,43.1667,70.4667,71,100,12.39
533,Caetite,BR,66.78,scattered clouds,-14.0694,-42.475,68,32,7.52
534,Bud,US,80.55,broken clouds,39.447,-86.1758,79,59,11.56
535,Bloomsburg,US,73.31,clear sky,41.0037,-76.4549,70,0,4.25
536,Storforshei,NO,37.65,light snow,66.4043,14.5233,93,100,2.3
537,Ardakan,IR,66.4,clear sky,32.31,54.0175,18,0,12.21
538,Maralal,KE,58.98,overcast clouds,1.0968,36.698,84,90,4.34
539,Irondequoit,US,64.99,scattered clouds,43.2134,-77.5797,51,40,9.22
540,Skibotn,NO,38.14,overcast clouds,69.3913,20.2679,99,100,3.24
541,La Rioja,ES,44.38,few clouds,42.25,-2.5,60,16,7.56
542,Bambey,SN,75.25,few clouds,14.6955,-16.4493,58,18,9.98
543,Kryvyy Rih,UA,45.48,few clouds,47.9167,33.35,68,13,8.19
544,Puerto El Triunfo,SV,83.03,overcast clouds,13.2833,-88.55,76,100,3.87
545,Praia Da Vitoria,PT,62.85,broken clouds,38.7333,-27.0667,94,75,1.83
546,Constitucion,CL,54.73,overcast clouds,-35.3333,-72.4167,95,98,8.75
547,Itaituba,BR,74.93,overcast clouds,-4.2761,-55.9836,98,97,0.83
548,Sechura,PE,68.38,broken clouds,-5.5569,-80.8222,75,75,15.95
549,Oliveira Dos Brejinhos,BR,72.72,broken clouds,-12.3169,-42.8961,57,57,5.26
550,Naryan-Mar,RU,21.63,few clouds,67.6713,53.087,87,14,10.09
551,Una,IN,80.53,overcast clouds,20.8167,71.0333,72,89,19.66
552,Saint-Agapit,CA,65.34,scattered clouds,46.5629,-71.4352,67,34,7.61
553,Saint-Leu,RE,69.31,few clouds,-21.15,55.2833,77,11,2.71
554,Mikkeli,FI,41.11,clear sky,61.6886,27.2723,65,0,3.44
555,Broadstairs,GB,60.58,light rain,51.3591,1.4394,64,100,5.99
556,Anapskaya,RU,44.83,clear sky,44.89,37.38,93,0,4.47
557,Goderich,CA,70.12,scattered clouds,43.7501,-81.7165,21,43,16.11
558,Ostroleka,PL,40.53,broken clouds,53.0862,21.5757,68,61,6.69
559,Bogande,BF,90.3,scattered clouds,12.9714,-0.1436,34,31,9.6
560,Monteagudo,BO,61.14,overcast clouds,-19.8167,-63.9833,98,99,3.4
561,Santa Maria Da Boa Vista,BR,77.83,overcast clouds,-8.8078,-39.8256,61,89,15.59
562,Aquidaba,BR,69.96,light rain,-10.2814,-37.0186,90,90,4.41
563,Bardiyah,LY,62.37,clear sky,31.7561,25.0865,86,1,6.89
564,Villa Del Rosario,CO,82.78,broken clouds,7.8339,-72.4742,54,75,16.11
565,Primorsk,UA,49.08,broken clouds,46.7348,36.3443,87,55,10.69
566,Korgen,NO,38.17,light rain,66.0771,13.8153,98,100,5.19
567,Kangaba,ML,87.85,few clouds,11.9333,-8.4167,36,23,3.62
568,Asfi,MA,68.4,clear sky,32.2994,-9.2372,60,1,10.11
569,San Carlos De Bariloche,AR,46.15,clear sky,-41.1456,-71.3082,57,0,4.61
570,Kajaani,FI,42.85,overcast clouds,64.2273,27.7285,61,100,9.22
571,Rumuruti,KE,58.19,overcast clouds,0.267,36.5389,90,94,4.5
572,Bhimunipatnam,IN,83.71,overcast clouds,17.8833,83.4333,75,89,18.48
573,Richards Bay,ZA,62.31,clear sky,-28.783,32.0377,90,6,6.78
574,Stornoway,GB,48.92,moderate rain,58.2093,-6.3865,89,40,13.8
575,Rafaela,AR,61.99,overcast clouds,-31.2503,-61.4867,50,93,4.59
576,Blankenberge,BE,57.15,overcast clouds,51.3131,3.1323,69,100,9.8
577,Presidente Olegario,BR,68.56,overcast clouds,-18.4178,-46.4181,62,94,4.34
578,Santa Rosa,PH,88.09,scattered clouds,14.3122,121.1114,62,36,9.57
579,Sovetskiy,RU,45.91,few clouds,61.3614,63.5842,67,20,5.14
580,Venado Tuerto,AR,58.77,overcast clouds,-33.7456,-61.9688,60,100,6.35
581,Guanica,PR,81.5,few clouds,17.9716,-66.908,82,14,8.93
582,Robertson,US,79.25,clear sky,36.5167,-86.8667,63,0,8.05
583,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,78,75,6.91
584,Kidal,ML,83.66,clear sky,18.4411,1.4078,5,0,10.07
585,Sanchor,IN,77.72,clear sky,24.7553,71.7722,60,0,4.68
586,Petukhovo,RU,50.2,broken clouds,55.0692,67.9019,50,53,10.8
587,Lubao,PH,85.71,clear sky,14.9167,120.55,61,6,6.78
588,Port Hawkesbury,CA,46.35,clear sky,45.6169,-61.3485,53,0,5.75
589,Omboue,GA,79.0,light rain,-1.5746,9.2618,90,99,9.19
590,Jhalawar,IN,89.56,scattered clouds,24.6,76.15,17,35,1.79
591,Yermish,RU,35.37,overcast clouds,54.7678,42.2711,92,99,10.67
592,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,82,25,5.1
593,Edd,ER,84.0,clear sky,13.9297,41.6925,70,5,5.82
594,Ziarat,PK,62.19,clear sky,30.3823,67.7282,27,2,3.09
595,San Cayetano,CO,85.08,broken clouds,7.8771,-72.6243,54,75,16.11
596,Lavumisa,SZ,58.51,clear sky,-27.31,31.892,90,3,2.64
597,Cap Malheureux,MU,73.47,few clouds,-19.9842,57.6142,89,23,1.99
598,Gelemso,ET,63.09,few clouds,8.8167,40.5167,51,23,4.29
599,Elat,IL,75.04,clear sky,29.5581,34.9482,33,0,0.0
600,Banepa,NP,64.72,broken clouds,27.6298,85.5214,82,75,4.61
601,Derzhavinsk,KZ,56.97,overcast clouds,51.1,66.3167,40,100,17.67
602,Umbuzeiro,BR,65.93,overcast clouds,-7.6956,-35.6636,93,99,4.56
603,Doctor Juan Manuel Frutos,PY,62.02,scattered clouds,-25.3667,-55.8,93,28,4.23
604,Chakia,IN,80.26,few clouds,26.4167,85.05,71,19,12.17
605,Saint-Joseph,RE,68.38,clear sky,-21.3667,55.6167,76,10,3.49
606,Bangangte,CM,62.74,broken clouds,5.1409,10.5198,93,84,2.89
607,Matagami,CA,69.91,clear sky,49.7502,-77.6328,16,0,14.97
608,Sao Jose Da Coroa Grande,BR,77.05,overcast clouds,-8.8978,-35.1478,76,99,6.93
609,Lima,PE,68.9,scattered clouds,-12.0432,-77.0282,74,40,11.5
610,Vyritsa,RU,38.32,few clouds,59.4078,30.3481,73,18,4.72
611,Birao,CF,84.94,overcast clouds,10.2849,22.7882,15,100,4.23
612,Dullewala,PK,89.29,broken clouds,31.8359,71.4362,18,77,10.69
613,Toamasina,MG,73.4,few clouds,-18.1667,49.3833,94,20,4.61
614,Banda Aceh,ID,81.21,overcast clouds,5.5577,95.3222,78,99,11.34
615,Maracacume,BR,73.33,moderate rain,-2.0428,-45.9592,98,100,2.98
616,Libreville,GA,82.42,scattered clouds,0.3925,9.4537,83,40,8.05
617,Rabo De Peixe,PT,62.11,broken clouds,37.8,-25.5833,82,75,3.44
618,Ambilobe,MG,71.22,clear sky,-13.2,49.05,93,3,2.66
619,Adana,TR,57.72,clear sky,36.985,35.2881,77,0,3.44
620,Ventspils,LV,31.93,clear sky,57.3894,21.5606,100,0,1.14
621,Acarau,BR,76.32,overcast clouds,-2.8856,-40.12,92,100,6.02
622,Saint-Francois,FR,52.68,clear sky,46.4154,3.9054,93,0,3.44
623,Urengoy,RU,34.72,overcast clouds,65.9667,78.3667,100,100,10.67
624,Waldoboro,US,51.35,clear sky,44.0954,-69.3756,59,1,5.57
625,Qasigiannguit,GL,25.63,light snow,68.8193,-51.1922,94,99,14.0
626,Hammerfest,NO,32.45,overcast clouds,70.6634,23.6821,100,100,4.61
627,Elizabeth City,US,59.05,overcast clouds,36.2946,-76.2511,40,100,24.16
628,Mindelo,CV,71.15,scattered clouds,16.8901,-24.9804,73,40,17.27
629,Dakar,SN,72.48,scattered clouds,14.6937,-17.4441,94,40,9.22
630,Dhangadhi,NP,81.46,clear sky,28.7079,80.5961,43,6,4.05
631,Oppdal,NO,40.86,light rain,62.5943,9.6912,71,100,10.11
632,Pierreville,CA,72.0,broken clouds,46.0703,-72.8112,42,56,6.91
633,Zavyalovo,RU,43.3,clear sky,54.5053,82.4484,55,0,4.94
634,Margate,GB,60.69,light rain,51.3813,1.3862,64,100,5.99
635,Pangody,RU,33.96,overcast clouds,65.85,74.4859,100,100,10.96
636,Horizontina,BR,60.67,few clouds,-27.6258,-54.3078,86,24,2.86
637,Kalmunai,LK,81.16,overcast clouds,7.4167,81.8167,78,100,0.94
638,Maldonado,UY,59.23,overcast clouds,-34.6667,-54.9167,89,100,3.94
639,Las Torres De Cotillas,ES,63.7,clear sky,38.0282,-1.2419,66,5,1.01
640,Sabha,LY,72.45,broken clouds,27.0377,14.4283,25,66,11.25
641,Kasulu,TZ,63.12,broken clouds,-4.5767,30.1025,85,61,3.18
642,Luena,AO,60.48,clear sky,-11.7833,19.9167,65,5,4.65
643,Killorglin,IE,50.49,overcast clouds,52.1,-9.7833,88,100,10.0
644,Astara,AZ,50.7,overcast clouds,38.5,48.6667,95,100,1.34
645,Mangan,IN,71.24,overcast clouds,27.5167,88.5333,76,92,3.6
646,Sao Miguel Do Araguaia,BR,76.24,scattered clouds,-13.275,-50.1628,54,42,3.27
647,Leogane,HT,84.4,clear sky,18.5108,-72.6339,77,0,1.97
648,Belmonte,BR,73.74,clear sky,-15.8631,-38.8828,84,7,11.21
649,Agadir,MA,66.65,broken clouds,30.4202,-9.5982,37,61,4.27
650,Bucak,TR,48.72,few clouds,37.4592,30.595,60,23,4.16
651,Komsomolskoye,RU,44.29,overcast clouds,55.2567,47.5461,89,91,9.86
652,Agogo,GH,72.14,light rain,6.8,-1.0819,98,81,2.39
653,Saint-Augustin,CA,41.59,scattered clouds,51.226,-58.6502,69,28,9.75
654,Los Llanitos,HN,86.45,overcast clouds,13.2869,-87.3344,74,100,3.94
655,Kabare,CD,60.12,overcast clouds,-2.4683,28.8242,96,90,1.45
656,Brokopondo,SR,75.79,light rain,4.75,-55.1667,89,64,8.79
657,Trebechovice Pod Orebem,CZ,53.24,broken clouds,50.201,15.9922,78,57,3.78
658,Bereda,ES,58.41,overcast clouds,43.2686,-7.5406,100,99,1.16
659,Santa Helena,BR,72.91,light rain,-2.2311,-45.3,99,100,1.97
660,Fort-Shevchenko,KZ,55.94,light rain,44.5086,50.263,79,100,25.9
661,Santa Cruz De Tenerife,ES,76.6,clear sky,28.4682,-16.2546,54,0,4.61
662,Benguela,AO,75.54,clear sky,-12.5763,13.4055,81,0,1.97
663,Ivanteyevka,RU,39.74,scattered clouds,55.9711,37.9208,80,27,10.11
664,Aguilas,ES,65.39,clear sky,37.4063,-1.5829,62,4,5.17
665,Bull Savanna,JM,76.46,few clouds,17.8868,-77.5902,75,24,8.23
666,Kangasala,FI,41.14,broken clouds,61.4638,24.076,77,75,8.12
667,Ileza,RU,33.98,overcast clouds,61.0533,43.9002,81,100,7.76
668,Vittoria,IT,55.92,scattered clouds,36.9537,14.5332,100,40,1.14
669,Jaisalmer,IN,82.45,clear sky,26.9147,70.9181,42,0,16.91
670,Arona,ES,64.81,clear sky,28.0996,-16.681,77,0,2.3
671,Onguday,RU,37.96,clear sky,50.75,86.15,53,0,1.21
672,Isoka,ZM,57.85,broken clouds,-10.1606,32.6335,88,58,0.78
673,Guhagar,IN,81.7,overcast clouds,17.4842,73.1929,78,97,8.59
674,Msanga,TZ,64.04,clear sky,-6.05,36.0333,93,10,4.03
675,Burdur,TR,47.1,clear sky,37.7203,30.2908,66,0,5.75
676,Upata,VE,81.19,broken clouds,8.0086,-62.3989,72,75,5.5
677,Huamachuco,PE,54.91,light rain,-7.8,-78.0667,78,60,0.34
678,Talagang,PK,82.45,clear sky,32.9297,72.4158,24,10,2.73
679,Aguimes,ES,66.83,clear sky,27.9054,-15.4461,78,0,8.05
680,Zamora,EC,79.84,light rain,-4.0692,-78.9567,98,81,1.43
681,Biasca,CH,58.35,scattered clouds,46.3597,8.9697,86,38,4.18
682,Bahia Honda,CU,78.13,scattered clouds,22.9036,-83.1592,82,41,8.79
683,Roald,NO,56.32,broken clouds,62.5833,6.1333,47,75,8.05
684,Orito,CO,73.11,overcast clouds,0.6766,-76.8771,97,100,2.89
685,Kedrovyy,RU,30.87,broken clouds,56.1667,91.8167,61,65,4.65
686,Padampur,IN,89.04,clear sky,29.6833,73.6167,18,2,7.31
687,Esmeraldas,BR,68.86,clear sky,-19.7625,-44.3139,74,2,4.74
688,Korla,CN,68.63,clear sky,41.7597,86.1469,30,0,5.5
689,Kamenka,RU,38.12,scattered clouds,51.3223,42.7678,88,41,14.9
690,Leh,IN,44.15,few clouds,34.1667,77.5833,47,21,4.63
691,Maneromango,TZ,68.31,scattered clouds,-7.1988,38.7848,98,31,3.4
692,Sisimiut,GL,28.85,overcast clouds,66.9395,-53.6735,83,100,12.55
693,Krasnaya Gora,RU,38.84,scattered clouds,52.9995,31.6023,63,32,6.98
694,Korop,UA,37.89,clear sky,51.5664,32.9586,68,1,7.58
